,Location,City,city_name,state_name,Lat,Lng
387,"De, DE",3,De, DE,37.3401932,-95.251562
388,"Dearborn, MI",76,Dearborn, MI,42.3222599,-83.1763145
389,"Debary, FL",1,Debary, FL,28.8713443,-81.3289397
390,"Decatur, AL",3,Decatur, AL,34.6059253,-86.9833417
391,"Decatur, GA",2,Decatur, GA,33.7748275,-84.2963123
392,"Decatur, IL",2,Decatur, IL,39.8403147,-88.9548001
393,"Dedham, MA",1,Dedham, MA,42.2436085,-71.1676536
394,"Deerfield Beach, FL",17,Deerfield Beach, FL,26.3184123,-80.0997657
395,"Deerfield, IL",68,Deerfield, IL,42.1711365,-87.8445119
396,"Deland, FL",1,Deland, FL,29.028318,-81.3031179
397,"Delmar, NY",2,Delmar, NY,42.6220235,-73.8326232
398,"Delray Beach, FL",6,Delray Beach, FL,26.4614625,-80.0728201
399,"Demotte, IN",1,Demotte, IN,41.1937181,-87.1986416
400,"Denton, MD",1,Denton, MD,38.8845582,-75.8271563
401,"Denton, TX",6,Denton, TX,33.2148412,-97.1330683
402,"Denver, CO",118,Denver, CO,39.7392358,-104.990251
403,"Depere, WI",1,Depere, WI,44.4488805,-88.0603806
404,"Des Moines, IA",35,Des Moines, IA,41.5868353,-93.6249593
405,"Des Plaines, IL",5,Des Plaines, IL,42.0333623,-87.8833991
406,"Desoto, TX",1,Desoto, TX,32.5896998,-96.8570738
407,"Destin, FL",9,Destin, FL,30.3935337,-86.4957833
408,"Detroit Metro, MI",1,Detroit Metro, MI,42.3294776,-83.0491958
409,"Detroit, MI",67,Detroit, MI,42.331427,-83.0457538
410,"Devens, MA",3,Devens, MA,42.5455027,-71.6139348
411,"Dexter, MI",3,Dexter, MI,42.3383697,-83.8885552
412,"Dfw Airport, TX",9,Dfw Airport, TX,32.8998091,-97.0403352
413,"Diamond Bar, CA",2,Diamond Bar, CA,34.0286226,-117.8103367
414,"Dimondale, MI",8,Dimondale, MI,42.6455915,-84.6488707
415,"District Of Columbia, DC",42,District Of Columbia, DC,38.9071923,-77.0368707
416,"Doral, FL",8,Doral, FL,25.8195424,-80.3553302
417,"Doraville, GA",2,Doraville, GA,33.8981579,-84.2832564
418,"Dorchester, MA",2,Dorchester, MA,42.3016305,-71.067605
419,"Dothan, AL",4,Dothan, AL,31.2232313,-85.3904888
420,"Dover, DE",1,Dover, DE,39.158168,-75.5243682
421,"Dover, MA",2,Dover, MA,42.2458749,-71.2828719
422,"Dover, NH",4,Dover, NH,43.1978624,-70.8736698
423,"Downers Grove, IL",8,Downers Grove, IL,41.8089191,-88.0111746
424,"Downey, CA",5,Downey, CA,33.9401088,-118.1331593
425,"Downingtown, PA",2,Downingtown, PA,40.0064958,-75.7032742
426,"Doylestown, PA",8,Doylestown, PA,40.3101063,-75.1298939
427,"Draper, UT",22,Draper, UT,40.5246711,-111.8638226
428,"Dresher, PA",1,Dresher, PA,40.1419544,-75.1663153
429,"Dublin, CA",6,Dublin, CA,37.7021521,-121.9357918
430,"Dublin, GA",2,Dublin, GA,32.5404447,-82.903754
431,"Dublin, OH",47,Dublin, OH,40.0992294,-83.1140771
432,"Dubuque, IA",1,Dubuque, IA,42.5005583,-90.6645718
433,"Dulles, VA",3,Dulles, VA,38.9624899,-77.4380485
434,"Duluth, GA",31,Duluth, GA,34.0028786,-84.1446376
435,"Duluth, MN",3,Duluth, MN,46.7866719,-92.1004852
436,"Dunedin, FL",1,Dunedin, FL,28.0197404,-82.7717684
437,"Dunn Loring, VA",1,Dunn Loring, VA,38.8934448,-77.2216481
438,"Dunwoody, GA",1,Dunwoody, GA,33.9462125,-84.3346473
439,"Durango, CO",1,Durango, CO,37.27528,-107.8800667
440,"Durham, NC",26,Durham, NC,35.9940329,-78.898619
441,"Eagan, MN",10,Eagan, MN,44.8041322,-93.1668858
442,"Eagle, CO",4,Eagle, CO,39.6552634,-106.8286507
443,"Eagle, ID",1,Eagle, ID,43.6954424,-116.3540138
444,"East Aurora, NY",1,East Aurora, NY,42.7678376,-78.6133589
445,"East Berlin, CT",1,East Berlin, CT,41.6170568,-72.7157643
446,"East Brunswick, NJ",3,East Brunswick, NJ,40.4316955,-74.4049778
447,"East Chicago, IN",1,East Chicago, IN,41.6392024,-87.4547635
448,"East Greenbush, NY",1,East Greenbush, NY,42.6068049,-73.6889378
449,"East Greenville, PA",1,East Greenville, PA,40.4064881,-75.5018477
450,"East Greenwich, RI",8,East Greenwich, RI,41.6342619,-71.5130445
451,"East Hanover, NJ",13,East Hanover, NJ,40.8200623,-74.3647247
452,"East Hartford, CT",2,East Hartford, CT,41.7634219,-72.6128339
453,"East Haven, CT",1,East Haven, CT,41.2841687,-72.8684565
454,"East Lansing, MI",2,East Lansing, MI,42.7369792,-84.4838654
455,"East Liberty, OH",2,East Liberty, OH,40.3310881,-83.5818921
456,"East Los Angeles, CA",1,East Los Angeles, CA,34.0224417,-118.1669736
457,"East Orange, NJ",2,East Orange, NJ,40.767323,-74.2048677
458,"East Point, GA",1,East Point, GA,33.6795531,-84.4393724
459,"East Rutherford, NJ",1,East Rutherford, NJ,40.833989,-74.0970865
460,"East Saint Louis, IL",3,East Saint Louis, IL,38.624514,-90.1506465
461,"East Setauket, NY",3,East Setauket, NY,40.9293759,-73.1025502
462,"East Syracuse, NY",1,East Syracuse, NY,43.0653446,-76.0785332
463,"East Wenatchee, WA",1,East Wenatchee, WA,47.4156824,-120.2931263
464,"East Windsor Hill, CT",1,East Windsor Hill, CT,41.860376,-72.6031451
465,"East Windsor, NJ",1,East Windsor, NJ,40.2677539,-74.5402506
466,"Easton, MO",1,Easton, MO,39.7222183,-94.641625
467,"Easton, OH",1,Easton, OH,40.0530885,-82.9151849
468,"Easton, PA",4,Easton, PA,40.688432,-75.2207323
469,"Eden Prairie, MN",83,Eden Prairie, MN,44.8546856,-93.470786
470,"Edgewood, NY",5,Edgewood, NY,42.140367,-74.2123659
471,"Edina, MN",3,Edina, MN,44.8896866,-93.3499489
472,"Edinburg, TX",1,Edinburg, TX,26.3017374,-98.1633432
473,"Edinburg, VA",1,Edinburg, VA,38.8209466,-78.5658453
474,"Edison, NJ",50,Edison, NJ,40.5187154,-74.4120953
475,"Edwards Air Force Base, CA",1,Edwards Air Force Base, CA,34.9240314,-117.8912085
476,"Edwardsville, IL",1,Edwardsville, IL,38.8114364,-89.953157
477,"Effingham, IL",1,Effingham, IL,39.1200418,-88.5433829
478,"Eglin Afb (us Air Force Base), FL",3,Eglin Afb (us Air Force Base), FL,30.4635583,-86.5533382
479,"El Cajon, CA",1,El Cajon, CA,32.7947731,-116.9625269
480,"El Dorado Hills, CA",13,El Dorado Hills, CA,38.6857367,-121.082167
481,"El Dorado, AR",1,El Dorado, AR,33.20763,-92.6662674
482,"El Dorado, CA",1,El Dorado, CA,38.6801437,-120.8412807
483,"El Paso, TX",11,El Paso, TX,31.7618778,-106.4850217
484,"El Segundo, CA",40,El Segundo, CA,33.9191799,-118.4164652
485,"Elgin, IL",2,Elgin, IL,42.0354084,-88.2825668
486,"Elk Grove Village, IL",2,Elk Grove Village, IL,42.0039178,-87.9703461
487,"Elkhart, IN",1,Elkhart, IN,41.6819935,-85.9766671
488,"Elkridge, MD",5,Elkridge, MD,39.1978788,-76.7625073
489,"Elkton, MD",1,Elkton, MD,39.6067789,-75.8332718
490,"Ellicott City, MD",1,Ellicott City, MD,39.2673283,-76.7983067
491,"Ellington, CT",5,Ellington, CT,41.9172826,-72.458236
492,"Ely, NV",1,Ely, NV,39.2533328,-114.874248
493,"Emeryville, CA",20,Emeryville, CA,37.831316,-122.2852473
494,"Encino, CA",29,Encino, CA,34.1517492,-118.5214282
495,"Endicott, NY",1,Endicott, NY,42.098408,-76.0493684
496,"Enfield, CT",2,Enfield, CT,42.0027181,-72.5441445
497,"Englewood Cliffs, NJ",6,Englewood Cliffs, NJ,40.8853773,-73.9523597
498,"Englewood, CO",61,Englewood, CO,39.6477653,-104.9877597
499,"Englewood, NJ",1,Englewood, NJ,40.8928771,-73.9726381
500,"Enid, OK",1,Enid, OK,36.3955891,-97.8783911
501,"Ephrata, PA",1,Ephrata, PA,40.1798165,-76.1788391
502,"Erie, PA",6,Erie, PA,42.1292241,-80.085059
503,"Erlanger, KY",11,Erlanger, KY,39.0167275,-84.6007773
504,"Estero, FL",1,Estero, FL,26.438136,-81.8067523
505,"Etters, PA",7,Etters, PA,40.152593,-76.7502467
506,"Eugene, OR",12,Eugene, OR,44.0520691,-123.0867536
507,"Eunice, NM",1,Eunice, NM,32.4373434,-103.1590798
508,"Evansville, IN",5,Evansville, IN,37.9715592,-87.5710898
509,"Everett, WA",5,Everett, WA,47.9789848,-122.2020795
510,"Everette, PA",1,Everette, PA,40.0114711,-78.3733484
511,"Ewing, NJ",1,Ewing, NJ,40.2599864,-74.7909125
512,"Exeter, NH",1,Exeter, NH,42.9814292,-70.9477546
513,"Exton, PA",6,Exton, PA,40.0325817,-75.6274583
514,"Fair Lawn, NJ",1,Fair Lawn, NJ,40.9403762,-74.1318096
515,"Fairborn, OH",3,Fairborn, OH,39.8208925,-84.0193789
516,"Fairfax, VA",29,Fairfax, VA,38.8462236,-77.3063733
517,"Fairfield, CA",3,Fairfield, CA,38.2493581,-122.0399663
518,"Fairfield, CT",2,Fairfield, CT,41.1408363,-73.2612615
519,"Fairfield, ND",1,Fairfield, ND,47.1894593,-103.2221274
520,"Fairfield, NJ",3,Fairfield, NJ,40.8837406,-74.3059959
521,"Fairfield, OH",1,Fairfield, OH,39.3454673,-84.5603187
522,"Fairhaven, MA",2,Fairhaven, MA,41.6376043,-70.9036487
523,"Fairport, NY",1,Fairport, NY,43.0986742,-77.4419378
524,"Fairview Heights, IL",1,Fairview Heights, IL,38.5889386,-89.990382
525,"Fairview, OR",3,Fairview, OR,45.5425469,-122.4333089
526,"Falls Church, VA",16,Falls Church, VA,38.882334,-77.1710914
527,"Falmouth, ME",12,Falmouth, ME,43.7435343,-70.2601759
528,"Fargo, ND",4,Fargo, ND,46.8771863,-96.7898034
529,"Farmers Branch, TX",5,Farmers Branch, TX,32.9265137,-96.8961151
530,"Farmingdale, NJ",2,Farmingdale, NJ,40.1965018,-74.1684757
531,"Farmingdale, NY",1,Farmingdale, NY,40.7325997,-73.4454009
532,"Farmington Hills, MI",36,Farmington Hills, MI,42.4989936,-83.3677168
533,"Farmington, AR",1,Farmington, AR,36.0420248,-94.2471515
534,"Farmington, CT",13,Farmington, CT,41.7360305,-72.795027
535,"Farmington, MI",1,Farmington, MI,42.4644795,-83.3763218
536,"Farmington, NM",1,Farmington, NM,36.7280583,-108.2186856
537,"Fayetteville, AR",4,Fayetteville, AR,36.082156,-94.1718542
538,"Fayetteville, NC",2,Fayetteville, NC,35.0526641,-78.8783585
539,"Feasterville Trevose, PA",1,Feasterville Trevose, PA,40.1466378,-74.9952259
540,"Federal Way, WA",1,Federal Way, WA,47.3223221,-122.3126222
541,"Federalsburg, MD",1,Federalsburg, MD,38.6942809,-75.7721551
542,"Fenton, MI",2,Fenton, MI,42.7978061,-83.7049498
543,"Ferrells Creek, KY",1,Ferrells Creek, KY,37.3503314,-82.3467513
544,"Findlay, OH",1,Findlay, OH,41.04422,-83.6499321
545,"Fishers, IN",1,Fishers, IN,39.9567548,-86.01335
546,"Fishers, NY",3,Fishers, NY,43.0086373,-77.4652255
547,"Flagstaff, AZ",4,Flagstaff, AZ,35.1982836,-111.651302
548,"Flint, MI",6,Flint, MI,43.0125274,-83.6874562
549,"Florence, KY",13,Florence, KY,38.9989499,-84.6266111
550,"Florence, SC",2,Florence, SC,34.1954331,-79.7625625
551,"Florham Park, NJ",4,Florham Park, NJ,40.787878,-74.3882072
552,"Florida, FL",2,Florida, FL,27.6648274,-81.5157535
553,"Flower Mound, TX",4,Flower Mound, TX,33.0145673,-97.0969552
554,"Folsom, CA",47,Folsom, CA,38.6779591,-121.1760583
555,"Forest City, NC",1,Forest City, NC,35.3340108,-81.8651028
556,"Forest Park, IL",1,Forest Park, IL,41.8794758,-87.81367
557,"Forest Park, OH",2,Forest Park, OH,39.2903353,-84.5041108
558,"Fort Belvoir, VA",10,Fort Belvoir, VA,38.7188716,-77.1542684
559,"Fort Carson, CO",2,Fort Carson, CO,38.7421321,-104.7920877
560,"Fort Collins, CO",7,Fort Collins, CO,40.5852602,-105.084423
561,"Fort Eustis, VA",1,Fort Eustis, VA,37.1525136,-76.5775744
562,"Fort George G. Meade, MD",1,Fort George G. Meade, MD,39.1137602,-76.7267773
563,"Fort Gordon, GA",2,Fort Gordon, GA,33.420972,-82.1620645
564,"Fort Greely, AK",1,Fort Greely, AK,63.8858021,-145.607616
565,"Fort Knox, KY",4,Fort Knox, KY,37.9161043,-85.9562469
566,"Fort Lauderdale, FL",35,Fort Lauderdale, FL,26.1224386,-80.1373174
567,"Fort Lee, NJ",3,Fort Lee, NJ,40.8509333,-73.9701381
568,"Fort Lee, VA",1,Fort Lee, VA,37.2489537,-77.3381855
569,"Fort Meade, MD",12,Fort Meade, MD,39.1137602,-76.7267773
570,"Fort Mill, NC",1,Fort Mill, NC,35.0073697,-80.9450759
571,"Fort Mill, SC",7,Fort Mill, SC,35.0073697,-80.9450759
572,"Fort Myers, FL",12,Fort Myers, FL,26.640628,-81.8723084
573,"Fort Pierce, FL",2,Fort Pierce, FL,27.4467056,-80.3256056
574,"Fort Rucker, AL",1,Fort Rucker, AL,31.3400515,-85.7153754
575,"Fort Sill, OK",1,Fort Sill, OK,34.5938359,-98.4184224
576,"Fort Smith, AR",2,Fort Smith, AR,35.3859242,-94.3985475
577,"Fort Walton Beach, FL",4,Fort Walton Beach, FL,30.4200708,-86.6170308
578,"Fort Washington, PA",8,Fort Washington, PA,40.1416782,-75.1926937
579,"Fort Wayne, IN",14,Fort Wayne, IN,41.079273,-85.1393513
580,"Fort Worth, TX",74,Fort Worth, TX,32.7554883,-97.3307658
581,"Fortville, IN",1,Fortville, IN,39.9322625,-85.8480354
582,"Foster City, CA",88,Foster City, CA,37.5585465,-122.2710788
583,"Fountain Inn, SC",2,Fountain Inn, SC,34.6890095,-82.1956679
584,"Fountain Valley, CA",8,Fountain Valley, CA,33.7090212,-117.9544069
585,"Foxboro, MA",4,Foxboro, MA,42.0653812,-71.2478251
586,"Foxborough, MA",1,Foxborough, MA,42.0653812,-71.2478251
587,"Framingham, MA",75,Framingham, MA,42.279286,-71.4161565
588,"Frankfort, IL",1,Frankfort, IL,41.4958665,-87.8486613
589,"Frankfort, IN",1,Frankfort, IN,40.2794809,-86.5108355
590,"Frankfort, KY",13,Frankfort, KY,38.2009055,-84.8732835
591,"Franklin Lakes, NJ",17,Franklin Lakes, NJ,41.0167639,-74.2057011
592,"Franklin, MA",5,Franklin, MA,42.0834313,-71.396725
593,"Franklin, TN",26,Franklin, TN,35.9250637,-86.8688899
594,"Franklin, VA",1,Franklin, VA,36.6776507,-76.9224608
595,"Franklin, WI",8,Franklin, WI,42.888627,-88.0384195
596,"Frederick, MD",13,Frederick, MD,39.4142688,-77.4105409
597,"Fredericksburg, VA",1,Fredericksburg, VA,38.3031837,-77.4605399
598,"Freeland, MI",2,Freeland, MI,43.5250265,-84.1227598
599,"Freeport, IL",4,Freeport, IL,42.2966861,-89.6212271
600,"Freeport, ME",5,Freeport, ME,43.8570065,-70.1031201
601,"Fremont, CA",73,Fremont, CA,37.5482697,-121.9885719
602,"Fresno, CA",25,Fresno, CA,36.7377981,-119.7871247
603,"Frisco, TX",28,Frisco, TX,33.1506744,-96.8236116
604,"Frontenac, KS",4,Frontenac, KS,37.4556049,-94.689127
605,"Ft Lauderdale, FL",1,Ft Lauderdale, FL,26.1224386,-80.1373174
606,"Ft Meade, MD",1,Ft Meade, MD,39.1137602,-76.7267773
607,"Ft Mill, SC",1,Ft Mill, SC,35.0073697,-80.9450759
608,"Ft. Belvoir, VA",1,Ft. Belvoir, VA,38.7188716,-77.1542684
609,"Ft. Knox, KS",1,Ft. Knox, KS,37.7019822,-97.3411489
610,"Ft. Lauderdale, FL",6,Ft. Lauderdale, FL,26.1224386,-80.1373174
611,"Ft. Meade, MD",2,Ft. Meade, MD,39.1137602,-76.7267773
612,"Ft. Myers, FL",3,Ft. Myers, FL,26.640628,-81.8723084
613,"Ft. Worth, TX",6,Ft. Worth, TX,32.7554883,-97.3307658
614,"Fulton, IL",1,Fulton, IL,41.8672508,-90.1595705
615,"Fulton, MD",4,Fulton, MD,39.1511692,-76.9230507
616,"Gainesville, FL",13,Gainesville, FL,29.6516344,-82.3248262
617,"Gainesville, GA",2,Gainesville, GA,34.2978794,-83.8240663
618,"Gainesville, MO",1,Gainesville, MO,36.6031184,-92.428217
619,"Gainesville, TX",2,Gainesville, TX,33.6259414,-97.1333453
620,"Gaithersburg, MD",30,Gaithersburg, MD,39.1434406,-77.2013705
621,"Gallatin, TN",1,Gallatin, TN,36.3883809,-86.4466599
622,"Garden City, NY",2,Garden City, NY,40.7267682,-73.6342954
623,"Gardena, CA",25,Gardena, CA,33.8883487,-118.3089624
624,"Garland, TX",1,Garland, TX,32.912624,-96.6388833
625,"Gary, IN",2,Gary, IN,41.6020403,-87.3371523
626,"Geismar, LA",1,Geismar, LA,30.2193468,-91.0065088
627,"Geneva, IL",1,Geneva, IL,41.8875281,-88.3053525
628,"Geneva, IN",2,Geneva, IN,40.5919904,-84.9587879
629,"Georgetown, KY",9,Georgetown, KY,38.2097967,-84.5588311
630,"Germantown, MD",13,Germantown, MD,39.1731621,-77.2716502
631,"Germantown, TN",1,Germantown, TN,35.0867577,-89.8100858
632,"Getzville, NY",2,Getzville, NY,43.0232669,-78.7681412
633,"Ghent, KY",3,Ghent, KY,38.7375625,-85.0582835
634,"Gilbert, AZ",3,Gilbert, AZ,33.3528264,-111.789027
635,"Glasgow, KY",1,Glasgow, KY,36.9958839,-85.9119215
636,"Glastonbury, CT",7,Glastonbury, CT,41.6861794,-72.5450779
637,"Glen Allen, VA",16,Glen Allen, VA,37.665978,-77.5063739
638,"Glen Burnie, MD",5,Glen Burnie, MD,39.1626084,-76.6246886
639,"Glen Ellyn, IL",2,Glen Ellyn, IL,41.8775293,-88.0670118
640,"Glen Mills, PA",4,Glen Mills, PA,39.9016273,-75.5103484
641,"Glen Rock, NJ",1,Glen Rock, NJ,40.9628758,-74.1329207
642,"Glen Rose, TX",1,Glen Rose, TX,32.2345872,-97.7553061
643,"Glenbrook, NV",1,Glenbrook, NV,39.0899589,-119.9378368
644,"Glendale, AZ",5,Glendale, AZ,33.5386523,-112.1859866
645,"Glendale, CA",52,Glendale, CA,34.1425078,-118.255075
646,"Glendon, PA",2,Glendon, PA,40.6662101,-75.2360103
647,"Glenview, IL",3,Glenview, IL,42.0697509,-87.7878408
648,"Glenwood Springs, CO",2,Glenwood Springs, CO,39.5505376,-107.3247762
649,"Glenwood, IL",3,Glenwood, IL,41.5425349,-87.6022658
650,"Gloucester, MA",1,Gloucester, MA,42.6159285,-70.6619888
651,"Gold River, CA",1,Gold River, CA,38.6262937,-121.2466156
652,"Golden Valley, MN",1,Golden Valley, MN,44.9917149,-93.3600034
653,"Golden, CO",14,Golden, CO,39.755543,-105.2210997
654,"Goldfield, NV",1,Goldfield, NV,37.7084481,-117.2357131
655,"Goldsboro, NC",1,Goldsboro, NC,35.3848841,-77.9927651
656,"Goodlettsville, TN",2,Goodlettsville, TN,36.3231066,-86.7133302
657,"Goodyear, AZ",1,Goodyear, AZ,33.4353394,-112.3576567
658,"Goose Creek, SC",1,Goose Creek, SC,32.9810059,-80.0325867
659,"Goshen, CA",1,Goshen, CA,36.3510616,-119.4201204
660,"Goshen, IN",14,Goshen, IN,41.5822716,-85.8344383
661,"Grand Forks Afb, ND",1,Grand Forks Afb, ND,47.9525204,-97.3824492
662,"Grand Forks, ND",1,Grand Forks, ND,47.9252568,-97.0328547
663,"Grand Haven, MI",1,Grand Haven, MI,43.0630734,-86.2283864
664,"Grand Ledge, MI",1,Grand Ledge, MI,42.7533685,-84.7463757
665,"Grand Rapids, MI",21,Grand Rapids, MI,42.9633599,-85.6680863
666,"Grandville, MI",1,Grandville, MI,42.9097484,-85.7630885
667,"Granville, OH",1,Granville, OH,40.0681192,-82.5196037
668,"Grapevine, TX",4,Grapevine, TX,32.9342919,-97.0780654
669,"Greater Raleigh Area, NC",1,Greater Raleigh Area, NC,35.770426,-78.640806
670,"Green Bay, WI",5,Green Bay, WI,44.5133188,-88.0132958
671,"Greenbelt, MD",15,Greenbelt, MD,39.0045544,-76.8755282
672,"Greene, NY",1,Greene, NY,42.3292408,-75.7699147
673,"Greeneville, NC",1,Greeneville, NC,35.612661,-77.3663538
674,"Greenfield, IN",1,Greenfield, IN,39.785043,-85.7694226
675,"Greenland, NH",1,Greenland, NH,43.0361995,-70.8328322
676,"Greensboro, NC",10,Greensboro, NC,36.0726354,-79.7919754
677,"Greensburg, IN",2,Greensburg, IN,39.3372722,-85.483581
678,"Greensburg, PA",3,Greensburg, PA,40.3014581,-79.5389289
679,"Greenvale, NY",1,Greenvale, NY,40.8106558,-73.6284614
680,"Greenville, NC",4,Greenville, NC,35.612661,-77.3663538
681,"Greenville, SC",19,Greenville, SC,34.8526176,-82.3940104
682,"Greenwich, CT",21,Greenwich, CT,41.0262417,-73.6281964
683,"Greenwood Village, CO",33,Greenwood Village, CO,39.6172101,-104.9508141
684,"Greer, SC",2,Greer, SC,34.9387279,-82.2270568
685,"Gretna, LA",1,Gretna, LA,29.9146493,-90.0539603
686,"Groton, CT",9,Groton, CT,41.3497456,-72.0790717
687,"Groton, MA",1,Groton, MA,42.6112018,-71.5745152
688,"Grove City, OH",1,Grove City, OH,39.8814519,-83.0929644
689,"Groveport, OH",1,Groveport, OH,39.8532057,-82.888276
690,"Gulf Breeze, FL",1,Gulf Breeze, FL,30.3571438,-87.1638574
691,"Gwynn Oak, MD",1,Gwynn Oak, MD,39.3359385,-76.6977522
692,"Hackensack, NJ",1,Hackensack, NJ,40.8859325,-74.0434736
693,"Hagerstown, MD",12,Hagerstown, MD,39.6417629,-77.7199932
694,"Half Moon Bay, CA",1,Half Moon Bay, CA,37.4635519,-122.4285862
695,"Hallandale Beach, FL",12,Hallandale Beach, FL,25.9812024,-80.148379
696,"Ham Lake, MN",1,Ham Lake, MN,45.2502429,-93.2499507
697,"Hamden, CT",1,Hamden, CT,41.3838782,-72.9026064
698,"Hamilton, NJ",1,Hamilton, NJ,40.2115109,-74.6796651
699,"Hamlet, NC",1,Hamlet, NC,34.8848775,-79.6942222
700,"Hammond, IN",1,Hammond, IN,41.5833688,-87.5000412
701,"Hammond, LA",1,Hammond, LA,30.5043583,-90.4611995
702,"Hampton, GA",2,Hampton, GA,33.3870578,-84.2829784
703,"Hampton, SC",1,Hampton, SC,32.8779425,-81.1276052
704,"Hampton, VA",6,Hampton, VA,37.0298687,-76.3452218
705,"Hanover, MD",27,Hanover, MD,39.1955042,-76.7228227
706,"Hanover, NH",1,Hanover, NH,43.7022451,-72.2895526
707,"Hanover, PA",1,Hanover, PA,39.8006553,-76.9830358
708,"Hanscom Afb, MA",5,Hanscom Afb, MA,42.4579955,-71.2743123
709,"Harleysville, PA",2,Harleysville, PA,40.2795476,-75.3871206
710,"Harrisburg, PA",55,Harrisburg, PA,40.2731911,-76.8867008
711,"Hartford, CT",60,Hartford, CT,41.7658043,-72.6733723
712,"Hartville, OH",2,Hartville, OH,40.9636685,-81.3312195
713,"Harwick, PA",2,Harwick, PA,40.5567341,-79.8050492
714,"Hassanamisco Indian Reservat, MA",1,Hassanamisco Indian Reservat, MA,42.210889,-71.7047532
715,"Hatboro, PA",3,Hatboro, PA,40.1742757,-75.1068388
716,"Haubstadt, IN",1,Haubstadt, IN,38.2050442,-87.5741876
717,"Hauppauge, NY",9,Hauppauge, NY,40.8256536,-73.2026138
718,"Havre De Grace, MD",1,Havre De Grace, MD,39.5492792,-76.091617
719,"Hawthorne, CA",4,Hawthorne, CA,33.9164032,-118.3525748
720,"Hays, KS",2,Hays, KS,38.8791783,-99.3267702
721,"Hayward, CA",8,Hayward, CA,37.6688205,-122.0807964
722,"Heathrow, FL",1,Heathrow, FL,28.7728194,-81.3701881
723,"Hebron, KY",1,Hebron, KY,39.0661472,-84.7031888
724,"Henderson, NV",7,Henderson, NV,36.0395247,-114.9817213
725,"Hennepin County, MN",1,Hennepin County, MN,45.0208911,-93.5094574
726,"Henrys Chapel, TX",1,Henrys Chapel, TX,32.1065502,-95.0424421
727,"Hercules, CA",2,Hercules, CA,38.0171441,-122.2885808
728,"Herdon, VA",1,Herdon, VA,38.9695545,-77.3860976
729,"Hermann, MO",1,Hermann, MO,38.7042119,-91.4373844
730,"Herndon, VA",93,Herndon, VA,38.9695545,-77.3860976
731,"Hershey, PA",13,Hershey, PA,40.2859239,-76.6502468
732,"Hialeah, FL",10,Hialeah, FL,25.8575963,-80.2781057
733,"Hibernia Natl Bk, LA",1,Hibernia Natl Bk, LA,30.2423863,-93.0138006
734,"Hickory, NC",1,Hickory, NC,35.7344538,-81.3444573
735,"High Point, NC",1,High Point, NC,35.9556923,-80.0053176
736,"Highland Park, CA",1,Highland Park, CA,34.1157564,-118.1854042
737,"Highland Park, IL",1,Highland Park, IL,42.1816918,-87.8003437
738,"Highlands Ranch, CO",12,Highlands Ranch, CO,39.5480789,-104.9739333
739,"Hilliard, OH",1,Hilliard, OH,40.0333961,-83.1582451
740,"Hillsboro, OH",1,Hillsboro, OH,39.2022866,-83.611587
741,"Hillsboro, OR",83,Hillsboro, OR,45.5200114,-122.9365835
742,"Hingham, MA",1,Hingham, MA,42.2418172,-70.889759
743,"Hixson, TN",2,Hixson, TN,35.137265,-85.2368219
744,"Hoboken, NJ",13,Hoboken, NJ,40.7439905,-74.0323626
745,"Hoffman Estates, IL",20,Hoffman Estates, IL,42.0629915,-88.1227199
746,"Holland, MI",12,Holland, MI,42.7875235,-86.1089301
747,"Holliston, MA",1,Holliston, MA,42.2000966,-71.4245049
748,"Holly Hill, FL",2,Holly Hill, FL,29.2435916,-81.0375555
749,"Hollywood, CA",38,Hollywood, CA,34.0928092,-118.3286614
750,"Hollywood, FL",27,Hollywood, FL,26.0112014,-80.1494901
751,"Holmdel, NJ",3,Holmdel, NJ,40.3451095,-74.1840322
752,"Holtsville, NY",3,Holtsville, NY,40.8153762,-73.0451085
753,"Holyoke, MA",1,Holyoke, MA,42.2042586,-72.6162009
754,"Homecroft, IN",1,Homecroft, IN,39.6700453,-86.1313751
755,"Homestead, PA",2,Homestead, PA,40.4059025,-79.9119948
756,"Honolulu, HI",8,Honolulu, HI,21.3069444,-157.8583333
757,"Hoover, AL",3,Hoover, AL,33.4053867,-86.8113781
758,"Hopkins, MN",6,Hopkins, MN,44.9260794,-93.4044187
759,"Hopkinton, MA",12,Hopkinton, MA,42.2286954,-71.5225646
760,"Horseheads, NY",3,Horseheads, NY,42.167019,-76.8205119
761,"Horsham, PA",10,Horsham, PA,40.1784422,-75.1285061
762,"Horton, MI",1,Horton, MI,42.1503933,-84.5188021
763,"Hot Sulphur Springs, CO",1,Hot Sulphur Springs, CO,40.0730411,-106.1027991
764,"Houston, TX",90,Houston, TX,29.7604267,-95.3698028
765,"Hudson, MA",2,Hudson, MA,42.391736,-71.566139
766,"Hudson, NY",4,Hudson, NY,42.2528649,-73.790959
767,"Hudson, OH",4,Hudson, OH,41.240056,-81.440667
768,"Hunt Valley, MD",2,Hunt Valley, MD,39.4900013,-76.6585074
769,"Hunters Creek Village, TX",1,Hunters Creek Village, TX,29.7705062,-95.4954973
770,"Huntersville, NC",2,Huntersville, NC,35.410694,-80.8428504
771,"Huntingdon Valley, PA",1,Huntingdon Valley, PA,40.1379904,-75.0727956
772,"Huntington Beach, CA",1,Huntington Beach, CA,33.6594835,-117.9988026
